show_id,type,title,country,release_year,rating,listed_in,description,year_added,duration,country_encoded,genre_count,has_drama,content_age,is_recent,rating_category,is_international,predicted_content_type,content_prediction_confidence,predicted_rating_category,rating_prediction_confidence,feature_engineering_applied,ml_analysis_date
s5688,Movie,Blue Jay,United States,2016,TV-MA,"Dramas, Independent Movies, Romantic Movies","Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret.",2016.0,81 min,603,3,1,8.0,0,Adult,0,Movie,1.0,0,0.5364651859468532,True,2025-08-12
s5689,Movie,One in a Billion,United States,2016,TV-14,"Documentaries, Sports Movies",Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.,2016.0,70 min,603,2,0,8.0,0,Teen,0,Movie,1.0,0,0.43137598409837,True,2025-08-12
s5690,Movie,Reggie Watts: Spatial,United States,2016,TV-MA,"Music & Musicals, Stand-Up Comedy","The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.",2016.0,62 min,603,2,0,8.0,0,Adult,0,Movie,1.0,0,0.46871736738246544,True,2025-08-12
s5691,TV Show,From Dusk Till Dawn,United States,2016,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Horror",Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.,2016.0,3 Seasons,603,3,0,8.0,0,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s5692,Movie,Mercenary,France,2016,TV-MA,"Dramas, International Movies, Sports Movies","When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success.",2016.0,99 min,162,3,1,8.0,0,Adult,1,Movie,1.0,0,0.5156617714105003,True,2025-08-12
s5693,TV Show,Lost & Found Music Studios,Canada,2016,TV-G,"Kids' TV, TV Comedies, TV Dramas","Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession.",2016.0,2 Seasons,58,3,1,8.0,0,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s5694,Movie,For the Love of Spock,"Canada, United States",2016,TV-14,Documentaries,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years.",2016.0,112 min,86,1,0,8.0,0,Teen,0,Movie,1.0,0,0.4878459982193351,True,2025-08-12
s5695,Movie,White Girl,United States,2016,TV-MA,"Dramas, Independent Movies","A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away.",2016.0,90 min,603,2,1,8.0,0,Adult,0,Movie,1.0,0,0.6201475661644833,True,2025-08-12
s5696,Movie,#Rucker50,United States,2016,TV-PG,"Documentaries, Sports Movies",This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.,2016.0,56 min,603,2,0,8.0,0,Family,0,Movie,1.0,1,0.4546320244129474,True,2025-08-12
s5697,Movie,1000 Rupee Note,India,2014,TV-14,"Dramas, International Movies","After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.",2016.0,89 min,251,2,1,8.0,0,Teen,1,Movie,1.0,0,0.5879778063923999,True,2025-08-12
s5698,Movie,Across Grace Alley,United States,2013,TV-PG,Dramas,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window.",2016.0,24 min,603,1,1,8.0,0,Family,0,Movie,1.0,0,0.6501890041280034,True,2025-08-12
s5699,Movie,Asu Mare 2,Peru,2015,TV-14,"Comedies, International Movies",To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.,2016.0,100 min,385,2,0,8.0,0,Teen,1,Movie,1.0,0,0.47763339639964686,True,2025-08-12
s5700,TV Show,Back to 1989,Taiwan,2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies","A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",2016.0,1 Season,483,3,0,8.0,0,Family,1,Movie,1.0,0,0.0,True,2025-08-12
s5701,TV Show,Bromance,Taiwan,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies","Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?",2016.0,1 Season,483,3,0,8.0,0,Family,1,Movie,1.0,0,0.0,True,2025-08-12
s5702,Movie,Interrogation,India,2015,TV-MA,"Dramas, International Movies, Thrillers","In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail.",2016.0,116 min,251,3,1,8.0,0,Adult,1,Movie,1.0,0,0.5036096942771671,True,2025-08-12
s5703,Movie,Rainbow Time,United States,2016,TV-MA,"Comedies, Dramas, Independent Movies","A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him.",2016.0,92 min,603,3,1,8.0,0,Adult,0,Movie,1.0,0,0.5693338408213832,True,2025-08-12
s5704,TV Show,Refresh Man,Taiwan,2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5705,Movie,Richard Pryor: Live in Concert,United States,1979,TV-MA,Stand-Up Comedy,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself.",2016.0,79 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5690976481572918,True,2025-08-12
s5706,Movie,The Violin Player,India,2016,TV-14,"Dramas, Independent Movies, International Movies","An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative.",2016.0,72 min,251,3,1,8.0,0,Teen,1,Movie,1.0,0,0.54016723962439,True,2025-08-12
s5707,Movie,Beauties of the Night,Mexico,2016,TV-MA,"Documentaries, International Movies","Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene.",2016.0,92 min,342,2,0,8.0,0,Adult,1,Movie,1.0,0,0.47277408287739103,True,2025-08-12
s5708,TV Show,Gilmore Girls: A Year in the Life,United States,2016,TV-14,"TV Comedies, TV Dramas, Teen TV Shows","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",2016.0,1 Season,603,3,1,8.0,0,Teen,0,Movie,1.0,0,0.0,True,2025-08-12
s5709,Movie,Michael Che Matters,United States,2016,TV-MA,Stand-Up Comedy,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",2016.0,61 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5599460616340378,True,2025-08-12
s5710,Movie,Mercy,United States,2016,TV-MA,"Dramas, Thrillers",Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,2016.0,88 min,603,2,1,8.0,0,Adult,0,Movie,1.0,0,0.6200276903410403,True,2025-08-12
s5711,Movie,The Land of Cards,India,2012,TV-14,"Dramas, Independent Movies, International Movies",A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.,2016.0,113 min,251,3,1,8.0,0,Teen,1,Movie,1.0,0,0.5078338621956598,True,2025-08-12
s5712,Movie,Carlos Ballarta: El amor es de putos,Mexico,2016,TV-MA,Stand-Up Comedy,"Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence.",2016.0,67 min,342,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5313930130794002,True,2025-08-12
s5713,Movie,Donald Glover: Weirdo,United States,2012,TV-MA,Stand-Up Comedy,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",2016.0,65 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5629313202312739,True,2025-08-12
s5714,Movie,Colin Quinn: The New York Story,United States,2016,TV-MA,Stand-Up Comedy,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld.",2016.0,62 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5607425003049311,True,2025-08-12
s5715,Movie,Divines,"France, Qatar",2016,TV-MA,"Dramas, Independent Movies, International Movies",A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.,2016.0,107 min,198,3,1,8.0,0,Adult,1,Movie,1.0,0,0.5106064864512988,True,2025-08-12
s5716,TV Show,La Niña,Colombia,2016,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.,2016.0,1 Season,121,3,0,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5717,TV Show,Paranoid,United Kingdom,2016,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer.",2016.0,1 Season,506,3,0,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5718,Movie,Dieter Nuhr: Nuhr in Berlin,Germany,2016,TV-MA,Stand-Up Comedy,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang.",2016.0,69 min,212,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5162673016695054,True,2025-08-12
s5719,Movie,Mumbai Cha Raja,India,2012,TV-MA,"Dramas, Independent Movies, International Movies","This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother.",2016.0,77 min,251,3,1,8.0,0,Adult,1,Movie,1.0,0,0.5389897188702371,True,2025-08-12
s5720,Movie,True Memoirs of an International Assassin,United States,2016,TV-14,"Action & Adventure, Comedies","After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela.",2016.0,98 min,603,2,0,8.0,0,Teen,0,Movie,1.0,0,0.5826960893888293,True,2025-08-12
s5721,TV Show,Einsatzgruppen: The Nazi Death Squads,France,2009,TV-MA,"Docuseries, International TV Shows","This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe.",2016.0,1 Season,162,2,0,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5722,Movie,Kathleen Madigan: Bothering Jesus,United States,2016,TV-MA,Stand-Up Comedy,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon.",2016.0,71 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5663963940237354,True,2025-08-12
s5723,TV Show,Case,Iceland,2015,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.,2016.0,1 Season,249,3,1,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5724,TV Show,Danger Mouse,United Kingdom,2016,TV-Y7,"British TV Shows, Kids' TV",The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.,2016.0,2 Seasons,506,2,0,8.0,0,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s5725,Movie,"Dana Carvey: Straight White Male, 60",United States,2016,TV-MA,Stand-Up Comedy,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.,2016.0,64 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.562235256975016,True,2025-08-12
s5726,Movie,The Ivory Game,Austria,2016,TV-14,Documentaries,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction.",2016.0,112 min,31,1,0,8.0,0,Teen,0,Movie,1.0,0,0.4813752926141027,True,2025-08-12
s5727,Movie,A Grand Night In: The Story of Aardman,United Kingdom,2015,TV-PG,Documentaries,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary.",2016.0,59 min,506,1,0,8.0,0,Family,0,Movie,1.0,0,0.5002136852385093,True,2025-08-12
s5728,TV Show,Inborn Pair,Taiwan,2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5729,TV Show,Just You,Taiwan,2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5730,TV Show,Love Around,Taiwan,2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","After a chance meeting at a ballpark, the kind son of a former gangster tries to help an outgoing radio DJ get over her recent heartbreak.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5731,TV Show,Love Family,Taiwan,2013,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",A wealthy heir's search for a nameless childhood sweetheart leads him to an inn run by a family with three sisters. But which one is his true love?,2016.0,1 Season,483,3,0,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5732,TV Show,Love Me or Leave Me,Taiwan,2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5733,TV Show,Love Now,Taiwan,2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","When her loved ones cook up a morbid plan to make her take time off from work, Yang Yiru goes on a vacation, truly believing she has terminal cancer.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5734,Movie,Norman Lear: Just Another Version of You,United States,2016,TV-MA,Documentaries,"This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators.",2016.0,91 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5447638811638399,True,2025-08-12
s5735,Movie,Santa Pac's Merry Berry Day,United States,2016,TV-Y,Movies,Pac aims to keep Berry Day the happiest day ever by unraveling a curious mystery about his parents and thwarting Betrayus's plan to capture Santa Pac.,2016.0,44 min,603,1,0,8.0,0,Family,0,Movie,1.0,0,0.48927918258325925,True,2025-08-12
s5736,Movie,Spanish Affair 2,Spain,2015,TV-MA,"Comedies, International Movies, Romantic Movies",Spanish provincialism is put into the spotlight as a man from the Basque Country embarks on a mission to keep his daughter from marrying a Catalan.,2016.0,107 min,444,3,0,8.0,0,Adult,1,Movie,1.0,0,0.422356325687849,True,2025-08-12
s5737,Movie,Pup Star,Canada,2016,G,"Children & Family Movies, Comedies","After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure.",2016.0,92 min,58,2,0,8.0,0,Family,0,Movie,1.0,0,0.42783754612812447,True,2025-08-12
s5738,Movie,I Am the Pretty Thing That Lives in the House,"Canada, United States",2016,TV-14,"Horror Movies, International Movies, Thrillers",A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,2016.0,89 min,86,3,0,8.0,0,Teen,1,Movie,1.0,0,0.3739424778508691,True,2025-08-12
s5739,Movie,Into the Inferno,"United Kingdom, Germany, Canada",2016,TV-PG,Documentaries,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",2016.0,107 min,546,1,0,8.0,0,Family,0,Movie,1.0,0,0.5411192442554582,True,2025-08-12
s5740,Movie,The African Doctor,France,2016,TV-14,"Comedies, Dramas, International Movies","Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone.",2016.0,94 min,162,3,1,8.0,0,Teen,1,Movie,1.0,0,0.5220822350807797,True,2025-08-12
s5741,Movie,They Are Everywhere,"France, Belgium",2016,TV-MA,"Comedies, International Movies","In counseling sessions with his therapist, preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France.",2016.0,110 min,165,2,0,8.0,0,Adult,1,Movie,1.0,0,0.4444562173717558,True,2025-08-12
s5742,TV Show,Trailer Park Boys: Out of the Park: Europe,Canada,2016,TV-MA,"International TV Shows, TV Comedies","The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",2016.0,1 Season,58,2,0,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5743,Movie,West Coast,France,2016,TV-MA,"Comedies, Dramas, International Movies",Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.,2016.0,81 min,162,3,1,8.0,0,Adult,1,Movie,1.0,0,0.5376951194490903,True,2025-08-12
s5744,Movie,7 años,Spain,2016,TV-MA,"Dramas, International Movies",Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,2016.0,77 min,444,2,1,8.0,0,Adult,1,Movie,1.0,0,0.6182238654550585,True,2025-08-12
s5745,TV Show,Containment,United States,2016,TV-MA,"TV Dramas, TV Thrillers","When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",2016.0,1 Season,603,2,1,8.0,0,Adult,0,Movie,1.0,0,0.0,True,2025-08-12
s5746,Movie,Joe Rogan: Triggered,United States,2016,TV-MA,Stand-Up Comedy,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.",2016.0,64 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.562235256975016,True,2025-08-12
s5747,Movie,A Mighty Team,France,2016,TV-MA,"Comedies, International Movies, Sports Movies","When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth.",2016.0,97 min,162,3,0,8.0,0,Adult,1,Movie,1.0,0,0.4028894883806498,True,2025-08-12
s5748,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Japan,2012,TV-MA,"Action & Adventure, Anime Features, International Movies","Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",2016.0,77 min,319,3,0,8.0,0,Adult,1,Movie,1.0,0,0.5103584197958817,True,2025-08-12
s5749,Movie,Bleach The Movie: Fade to Black,Japan,2008,TV-PG,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei.",2016.0,94 min,319,3,0,8.0,0,Family,0,Movie,1.0,0,0.5002241860402606,True,2025-08-12
s5750,Movie,Bleach the Movie: Hell Verse,Japan,2010,TV-14,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.",2016.0,94 min,319,3,0,8.0,0,Teen,0,Movie,1.0,0,0.5002241860402606,True,2025-08-12
s5751,Movie,Blind Date,France,2015,TV-14,"Comedies, International Movies, Music & Musicals","A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date.",2016.0,91 min,162,3,0,8.0,0,Teen,1,Movie,1.0,0,0.405592824045155,True,2025-08-12
s5752,TV Show,DEATH NOTE,Japan,2006,TV-14,"Anime Series, Crime TV Shows, International TV Shows","When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it.",2016.0,1 Season,319,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5753,TV Show,Spotless,"United Kingdom, France",2015,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,2016.0,1 Season,531,3,1,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5754,TV Show,Vampire Knight,Japan,2008,TV-14,"Anime Series, International TV Shows, Romantic TV Shows","At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.",2016.0,2 Seasons,319,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5755,Movie,Sky Ladder: The Art of Cai Guo-Qiang,United States,2016,TV-MA,Documentaries,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",2016.0,80 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.537844203312467,True,2025-08-12
s5756,Movie,Mascots,United States,2016,TV-MA,Comedies,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",2016.0,95 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5678781943815262,True,2025-08-12
s5757,Movie,Justin Timberlake + the Tennessee Kids,United States,2016,TV-MA,Music & Musicals,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",2016.0,90 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5443010063406952,True,2025-08-12
s5758,Movie,13TH,United States,2016,TV-MA,Documentaries,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",2016.0,101 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5475380943368373,True,2025-08-12
s5759,Movie,Russell Peters: Almost Famous,United States,2016,TV-MA,Stand-Up Comedy,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.",2016.0,73 min,603,1,0,8.0,0,Adult,0,Movie,1.0,0,0.5672782952181085,True,2025-08-12
s5760,TV Show,StoryBots Super Songs,United States,2016,TV-Y,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",2016.0,1 Season,603,1,0,8.0,0,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s5761,Movie,The Siege of Jadotville,"Ireland, South Africa",2016,TV-MA,"Action & Adventure, Dramas, International Movies","Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.",2016.0,108 min,286,3,1,8.0,0,Adult,1,Movie,1.0,0,0.544939746248826,True,2025-08-12
s5762,Movie,LEGO Jurassic World: The Indominus Escape,United States,2016,TV-Y7,"Children & Family Movies, Comedies",The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?,2016.0,25 min,603,2,0,8.0,0,Family,0,Movie,1.0,1,0.4905492203270879,True,2025-08-12
s5763,TV Show,Be with Me,Taiwan,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas","They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",2016.0,1 Season,483,3,1,8.0,0,Family,1,Movie,1.0,0,0.0,True,2025-08-12
s5764,TV Show,Be with You,Taiwan,2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",2016.0,1 Season,483,3,1,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5765,Movie,Bombshell,New Zealand,2016,TV-MA,Dramas,"In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies.",2016.0,86 min,363,1,1,8.0,0,Adult,0,Movie,1.0,0,0.6608424079445705,True,2025-08-12
s5766,Movie,Chatô: The King of Brazil,Brazil,2015,TV-MA,"Dramas, International Movies","The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged.",2016.0,105 min,45,2,1,8.0,0,Adult,1,Movie,1.0,0,0.5484314123419113,True,2025-08-12
s5767,TV Show,Fall in Love with Me,Taiwan,2014,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.,2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5768,Movie,Harud,India,2010,TV-MA,"Dramas, International Movies","A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.",2016.0,100 min,251,2,1,8.0,0,Adult,1,Movie,1.0,0,0.573869837572609,True,2025-08-12
s5769,TV Show,Love Cheque Charge,Taiwan,2014,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word.",2016.0,1 Season,483,3,0,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
s5770,TV Show,Masha's Spooky Stories,"United States, Russia",2012,TV-Y,Kids' TV,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",2016.0,1 Season,703,1,0,8.0,0,Family,0,Movie,1.0,0,0.0,True,2025-08-12
s5771,Movie,Much Ado About Nothing,"Chile, United States, France",2016,TV-MA,"Dramas, Independent Movies, International Movies",Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.,2016.0,96 min,104,3,1,8.0,0,Adult,1,Movie,1.0,0,0.5124897388991724,True,2025-08-12
s5772,TV Show,Murphy's Law of Love,Taiwan,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.,2016.0,1 Season,483,3,0,8.0,0,Family,1,Movie,1.0,0,0.0,True,2025-08-12
s5773,Movie,My Big Night,Spain,2015,TV-MA,"Comedies, International Movies, Music & Musicals",An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.,2016.0,97 min,444,3,0,8.0,0,Adult,1,Movie,1.0,0,0.43110880278044317,True,2025-08-12
s5774,Movie,My Little Pony Equestria Girls: Legend of Everfree,"United States, Canada",2016,TV-Y7,"Children & Family Movies, Comedies","The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer.",2016.0,73 min,621,2,0,8.0,0,Family,0,Movie,1.0,0,0.4840118961297684,True,2025-08-12
s5775,TV Show,Old Money,United States,2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas","Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs.",2016.0,1 Season,603,3,1,8.0,0,Adult,1,Movie,1.0,0,0.0,True,2025-08-12
s5776,Movie,Pac's Scary Halloween,United States,2016,TV-Y7,Movies,"When sinister Dr. Pacenstein schemes to swap bodies with Pac during a Halloween party, Spiral, Cyli and Count Pacula scramble to save their pal.",2016.0,44 min,603,1,0,8.0,0,Family,0,Movie,1.0,0,0.48927918258325925,True,2025-08-12
s5777,Movie,Riphagen - The Untouchable,Netherlands,2016,TV-14,"Dramas, International Movies","This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths.",2016.0,132 min,354,2,1,8.0,0,Teen,1,Movie,1.0,0,0.5251534208530337,True,2025-08-12
s5778,TV Show,Someone Like You,Taiwan,2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend.",2016.0,1 Season,483,3,1,8.0,0,Teen,1,Movie,1.0,0,0.0,True,2025-08-12
