show_id,type,title,country,release_year,rating,listed_in,country_encoded,genre_count,has_drama,content_age,rating_category,ml_predicted_type
s4488,TV Show,Accidentally in Love,China,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",105,3,0,6.0,Teen,Movie
s4489,TV Show,Ask the Doctor,Australia,2017,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",15,3,0,6.0,Family,Movie
s4490,TV Show,Best.Worst.Weekend.Ever.,United States,2018,TV-PG,"Kids' TV, TV Comedies",603,2,0,6.0,Family,Movie
s4491,Movie,"Club de Cuervos Presents: I, Potro","Mexico, Argentina",2018,TV-MA,Movies,343,1,0,6.0,Adult,Movie
s4492,Movie,Derren Brown: Sacrifice,United States,2018,TV-MA,Movies,603,1,0,6.0,Adult,Movie
s4493,Movie,Gnome Alone,"United Kingdom, Canada, United States, Cayman Islands",2018,PG,"Children & Family Movies, Comedies",521,2,0,6.0,Family,Movie
s4494,Movie,Illang: The Wolf Brigade,South Korea,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",435,3,0,6.0,Adult,Movie
s4495,TV Show,Making a Murderer,United States,2018,TV-14,"Crime TV Shows, Docuseries",603,2,0,6.0,Teen,Movie
s4496,TV Show,Marvel's Daredevil,United States,2018,TV-MA,"Crime TV Shows, TV Action & Adventure",603,2,0,6.0,Adult,Movie
s4497,Movie,Naa Bangaaru Talli,India,2013,TV-14,"Dramas, International Movies",251,2,1,6.0,Teen,Movie
s4498,Movie,Oddbods: Party Monsters,United States,2018,TV-Y,Movies,603,1,0,6.0,Family,Movie
s4499,TV Show,Project S The Series,Thailand,2017,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",488,3,1,6.0,Adult,Movie
s4500,Movie,S Storm,"Hong Kong, China",2016,TV-MA,"Action & Adventure, International Movies",241,2,0,6.0,Adult,Movie
s4501,Movie,The Night Comes for Us,"Indonesia, United States",2018,TV-MA,"Action & Adventure, International Movies",277,2,0,6.0,Adult,Movie
s4502,TV Show,Wanderlust,United Kingdom,2018,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",506,3,0,6.0,Adult,Movie
s4503,Movie,Mr. Chandramouli,India,2018,TV-MA,"Dramas, International Movies, Thrillers",251,3,1,6.0,Adult,Movie
s4504,TV Show,My Babysitter's a Vampire,Canada,2012,TV-PG,"Kids' TV, TV Comedies",58,2,0,6.0,Family,Movie
s4505,TV Show,Rake,Australia,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",15,3,0,6.0,Adult,Movie
s4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,2018,TV-MA,Stand-Up Comedy,603,1,0,6.0,Adult,Movie
s4507,Movie,Meghnadbodh Rohoshyo,India,2017,TV-MA,"Dramas, International Movies",251,2,1,6.0,Adult,Movie
s4508,Movie,Sanju,India,2018,TV-MA,"Dramas, International Movies",251,2,1,6.0,Adult,Movie
s4509,TV Show,Stunt Science,United Kingdom,2018,TV-MA,"British TV Shows, International TV Shows, Reality TV",506,3,0,6.0,Adult,Movie
s4510,Movie,Soorma,India,2018,TV-14,"Dramas, International Movies, Sports Movies",251,3,1,6.0,Teen,Movie
s4511,Movie,Apostle,"United Kingdom, United States",2018,TV-MA,"Horror Movies, International Movies, Thrillers",589,3,0,6.0,Adult,Movie
s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,United States,2018,TV-Y7,"Crime TV Shows, Kids' TV",603,2,0,6.0,Family,Movie
s4513,Movie,Errementari: The Blacksmith and the Devil,"Spain, France",2018,TV-MA,"Horror Movies, International Movies, Sci-Fi & Fantasy",451,3,0,6.0,Adult,Movie
s4514,Movie,Feminists: What Were They Thinking?,United States,2018,TV-MA,"Documentaries, LGBTQ Movies",603,2,0,6.0,Adult,Movie
s4515,TV Show,FIGHTWORLD,United States,2018,TV-MA,Docuseries,603,1,0,6.0,Adult,Movie
s4516,Movie,Kuntilanak,Indonesia,2018,TV-14,"Horror Movies, International Movies",272,2,0,6.0,Teen,Movie
s4517,Movie,ReMastered: Who Shot the Sheriff,United States,2018,TV-14,"Documentaries, Music & Musicals",603,2,0,6.0,Teen,Movie
s4518,TV Show,The Curious Creations of Christine McConnell,United States,2018,TV-PG,"TV Comedies, TV Mysteries",603,2,0,6.0,Family,Movie
s4519,TV Show,The Haunting of Hill House,United States,2018,TV-MA,"TV Dramas, TV Horror, TV Mysteries",603,3,1,6.0,Adult,Movie
s4520,Movie,The Kindergarten Teacher,"United States, Israel, United Kingdom, Canada",2018,R,"Dramas, Independent Movies",681,2,1,6.0,Adult,Movie
s4521,TV Show,Ordinary Heroes,United States,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",603,3,1,6.0,Adult,Movie
s4522,TV Show,Salt Fat Acid Heat,United States,2018,TV-PG,Docuseries,603,1,0,6.0,Family,Movie
s4523,Movie,22 July,"Norway, Iceland, United States",2018,R,"Dramas, Thrillers",376,2,1,6.0,Adult,Movie
s4524,TV Show,Blood Pact,Brazil,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",45,3,1,6.0,Adult,Movie
s4525,Movie,Tales From the Hood 2,United States,2018,R,"Cult Movies, Horror Movies, Independent Movies",603,3,0,6.0,Adult,Movie
s4526,Movie,Mo Amer: The Vagabond,United States,2018,TV-MA,Stand-Up Comedy,603,1,0,6.0,Adult,Movie
s4527,Movie,Pulang,Malaysia,2018,TV-14,"Action & Adventure, Dramas, International Movies",338,3,1,6.0,Teen,Movie
s4528,TV Show,Sofia the First,United States,2017,TV-Y,Kids' TV,603,1,0,6.0,Family,Movie
s4529,Movie,Seven in Heaven,United States,2018,PG-13,Horror Movies,603,1,0,6.0,Teen,Movie
s4530,TV Show,Dancing Queen,United States,2018,TV-14,Reality TV,603,1,0,6.0,Teen,Movie
s4531,TV Show,Empire Games,"Czech Republic, United States",2018,TV-14,Docuseries,133,1,0,6.0,Teen,Movie
s4532,TV Show,LOST SONG,Japan,2018,TV-14,"Anime Series, International TV Shows",319,2,0,6.0,Teen,Movie
s4533,Movie,Malevolent,United Kingdom,2018,TV-MA,"Horror Movies, Thrillers",506,2,0,6.0,Adult,Movie
s4534,Movie,Private Life,United States,2018,R,"Comedies, Dramas, Independent Movies",603,3,1,6.0,Adult,Movie
s4535,Movie,Super Monsters Save Halloween,United States,2018,TV-Y,Children & Family Movies,603,1,0,6.0,Family,Movie
s4536,TV Show,YG Future Strategy Office,South Korea,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",435,3,0,6.0,Adult,Movie
s4537,TV Show,Violet Evergarden: Special,United States,2018,TV-PG,"Anime Series, International TV Shows, Romantic TV Shows",603,3,0,6.0,Family,Movie
s4538,Movie,The Black Prince,"United Kingdom, India, United States",2017,PG-13,"Dramas, International Movies",557,2,1,6.0,Teen,Movie
s4539,Movie,Truth or Dare,United States,2017,TV-MA,Horror Movies,603,1,0,6.0,Adult,Movie
s4540,Movie,Death Race: Beyond Anarchy,"United States, Bulgaria",2017,R,Action & Adventure,618,1,0,6.0,Adult,Movie
s4541,Movie,Eric ldle's What About Dick?,United States,2012,TV-MA,"Comedies, Music & Musicals",603,2,0,6.0,Adult,Movie
s4542,Movie,Joe Rogan: Strange Times,United States,2018,TV-MA,Stand-Up Comedy,603,1,0,6.0,Adult,Movie
s4543,TV Show,Monty Python Best Bits (mostly),United Kingdom,2014,TV-MA,"British TV Shows, Docuseries, TV Comedies",506,3,0,6.0,Adult,Movie
s4544,Movie,Monty Python Conquers America,United States,2008,TV-MA,Documentaries,603,1,0,6.0,Adult,Movie
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,2014,TV-MA,Comedies,506,1,0,6.0,Adult,Movie
s4546,Movie,Monty Python: Before the Flying Circus,United Kingdom,2000,TV-MA,"Comedies, Documentaries",506,2,0,6.0,Adult,Movie
s4547,Movie,Monty Python: Live at Aspen,United States,1998,TV-MA,"Comedies, Documentaries",603,2,0,6.0,Adult,Movie
s4548,Movie,Monty Python: Live at The Hollywood Bowl,United Kingdom,1982,R,Comedies,506,1,0,6.0,Adult,Movie
s4549,Movie,Monty Python: The Meaning of Live,United Kingdom,2014,TV-MA,Documentaries,506,1,0,6.0,Adult,Movie
s4550,TV Show,Monty Python's Almost the Truth,United Kingdom,2009,TV-MA,"British TV Shows, Docuseries",506,2,0,6.0,Adult,Movie
s4551,TV Show,Monty Python's Fliegender Zirkus,"United Kingdom, West Germany",1972,TV-MA,"International TV Shows, TV Comedies",602,2,0,6.0,Adult,Movie
s4552,TV Show,Monty Python's Flying Circus,United Kingdom,1974,TV-14,"British TV Shows, Classic & Cult TV, International TV Shows",506,3,0,6.0,Teen,Movie
s4553,Movie,Monty Python's Life of Brian,United Kingdom,1979,R,"Classic Movies, Comedies, Cult Movies",506,3,0,6.0,Adult,Movie
s4554,TV Show,Monty Python's Personal Best,"United States, United Kingdom",2005,TV-MA,"British TV Shows, TV Comedies",718,2,0,6.0,Adult,Movie
s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,United Kingdom,1989,TV-14,Comedies,506,1,0,6.0,Teen,Movie
s4556,Movie,The Meaning of Monty Python,United Kingdom,2013,TV-MA,Documentaries,506,1,0,6.0,Adult,Movie
s4557,Movie,25 Kille,India,2016,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4558,Movie,A Witches' Ball,Canada,2017,PG,Children & Family Movies,58,1,0,6.0,Family,Movie
s4559,Movie,Agyaat,India,2009,TV-14,"Horror Movies, International Movies",251,2,0,6.0,Teen,Movie
s4560,Movie,Anjaan,India,2014,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4561,Movie,Bathinda Express,India,2016,TV-14,"Dramas, International Movies, Sports Movies",251,3,1,6.0,Teen,Movie
s4562,Movie,Delhi 6,India,2009,TV-14,"Dramas, International Movies",251,2,1,6.0,Teen,Movie
s4563,Movie,Dev.D,India,2009,TV-MA,"Dramas, International Movies, Romantic Movies",251,3,1,6.0,Adult,Movie
s4564,Movie,Dil Vil Pyaar Vyaar,India,2014,TV-PG,"International Movies, Music & Musicals, Romantic Movies",251,3,0,6.0,Family,Movie
s4565,Movie,Dushman,United States,2017,TV-14,"Dramas, International Movies",603,2,1,6.0,Teen,Movie
s4566,Movie,Ek Main Aur Ekk Tu,India,2012,TV-14,"Comedies, International Movies, Romantic Movies",251,3,0,6.0,Teen,Movie
s4567,Movie,Freedom at Midnight,United States,2018,TV-MA,"Dramas, Independent Movies, International Movies",603,3,1,6.0,Adult,Movie
s4568,Movie,Haani,India,2013,TV-14,"Dramas, International Movies, Music & Musicals",251,3,1,6.0,Teen,Movie
s4569,Movie,Happy Go Lucky,India,2014,TV-14,"Comedies, International Movies, Music & Musicals",251,3,0,6.0,Teen,Movie
s4570,Movie,Harishchandrachi Factory,India,2009,TV-PG,"Dramas, International Movies",251,2,1,6.0,Family,Movie
s4571,TV Show,Hot Date,United States,2018,TV-MA,"Romantic TV Shows, TV Comedies",603,2,0,6.0,Adult,Movie
s4572,Movie,Jagga Jasoos,India,2017,TV-14,"Action & Adventure, Comedies, International Movies",251,3,0,6.0,Teen,Movie
s4573,Movie,Jatt James Bond,India,2014,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4574,Movie,Jodhaa Akbar,India,2008,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4575,Movie,Judge Singh LLB,India,2015,TV-PG,"Comedies, Dramas, International Movies",251,3,1,6.0,Family,Movie
s4576,Movie,Kaminey,India,2009,TV-14,"Dramas, International Movies, Music & Musicals",251,3,1,6.0,Teen,Movie
s4577,Movie,Khido Khundi,India,2018,TV-14,"Dramas, International Movies, Sports Movies",251,3,1,6.0,Teen,Movie
s4578,Movie,Khoobsurat,India,2014,TV-14,"Comedies, International Movies, Romantic Movies",251,3,0,6.0,Teen,Movie
s4579,Movie,Kisaan,India,2009,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4580,Movie,Kismat Konnection,India,2008,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4581,Movie,Kurbaan,India,2009,TV-14,"International Movies, Thrillers",251,2,0,6.0,Teen,Movie
s4582,Movie,Lock,India,2016,TV-14,"Dramas, International Movies",251,2,1,6.0,Teen,Movie
s4583,Movie,Luv Shuv Tey Chicken Khurana,India,2012,TV-14,"Comedies, International Movies, Romantic Movies",251,3,0,6.0,Teen,Movie
s4584,Movie,"Main, Meri Patni Aur Woh",India,2005,TV-PG,"Comedies, Dramas, International Movies",251,3,1,6.0,Family,Movie
s4585,Movie,Manje Bistre,India,2017,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4586,Movie,Motor Mitraan Di,India,2016,TV-PG,"Comedies, International Movies",251,2,0,6.0,Family,Movie
s4587,Movie,Mugamoodi,India,2012,TV-14,"Action & Adventure, International Movies",251,2,0,6.0,Teen,Movie
s4588,Movie,Muran,India,2011,TV-14,"Action & Adventure, International Movies",251,2,0,6.0,Teen,Movie
s4589,Movie,My Friend Pinto,India,2011,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",251,3,0,6.0,Teen,Movie
s4590,Movie,My Little Pony Equestria Girls: Forgotten Friendship,United States,2018,TV-Y,Children & Family Movies,603,1,0,6.0,Family,Movie
s4591,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,"United States, Canada",2018,TV-Y,Children & Family Movies,621,1,0,6.0,Family,Movie
s4592,Movie,My Suicide,United States,2009,TV-MA,"Comedies, Dramas, Independent Movies",603,3,1,6.0,Adult,Movie
s4593,Movie,Naan Sigappu Manithan,India,2014,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4594,Movie,Nasha,India,2013,TV-14,"Dramas, International Movies, Romantic Movies",251,3,1,6.0,Teen,Movie
s4595,Movie,Naughty Jatts,India,2013,TV-PG,"Comedies, International Movies, Music & Musicals",251,3,0,6.0,Family,Movie
s4596,Movie,Needhi Singh,India,2016,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4597,Movie,Peace Haven,"India, United States",2016,TV-14,"Comedies, Dramas, Independent Movies",271,3,1,6.0,Teen,Movie
s4598,Movie,Phantom,India,2015,TV-14,"Action & Adventure, International Movies",251,2,0,6.0,Teen,Movie
s4599,Movie,Pizza,India,2014,TV-14,"Horror Movies, International Movies, Thrillers",251,3,0,6.0,Teen,Movie
s4600,Movie,Pooja Kiven Aa,India,2013,TV-PG,"Comedies, International Movies, Music & Musicals",251,3,0,6.0,Family,Movie
s4601,Movie,Race,India,2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",251,3,0,6.0,Teen,Movie
s4602,Movie,Race 2,India,2013,TV-14,"Action & Adventure, International Movies, Music & Musicals",251,3,0,6.0,Teen,Movie
s4603,Movie,Saadey CM Saab,India,2015,TV-PG,"Comedies, Dramas, International Movies",251,3,1,6.0,Family,Movie
s4604,Movie,Sat Shri Akaal England,India,2017,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4605,TV Show,Strong,United States,2016,TV-14,Reality TV,603,1,0,6.0,Teen,Movie
s4606,Movie,Thaandavam,India,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",251,3,0,6.0,Teen,Movie
s4607,Movie,The Birth Reborn,United States,2018,TV-MA,"Documentaries, International Movies",603,2,0,6.0,Adult,Movie
s4608,Movie,Theeya Velai Seyyanum Kumaru,India,2013,TV-PG,"Comedies, International Movies, Music & Musicals",251,3,0,6.0,Family,Movie
s4609,TV Show,Three Wives One Husband,United Kingdom,2018,TV-14,"British TV Shows, International TV Shows, Reality TV",506,3,0,6.0,Teen,Movie
s4610,Movie,Tiger,India,2016,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4611,Movie,Udaan,India,2010,TV-MA,"Dramas, Independent Movies, International Movies",251,3,1,6.0,Adult,Movie
s4612,Movie,Vettai,India,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",251,3,0,6.0,Teen,Movie
s4613,Movie,Wake Up Sid,India,2009,TV-14,"Comedies, International Movies, Romantic Movies",251,3,0,6.0,Teen,Movie
s4614,Movie,We Are Family,"India, Australia",2010,TV-14,"Dramas, International Movies",252,2,1,6.0,Teen,Movie
s4615,Movie,What the Jatt!!,India,2015,TV-PG,"Comedies, International Movies, Romantic Movies",251,3,0,6.0,Family,Movie
s4616,Movie,Zindagi Kitni Haseen Hay,Pakistan,2016,TV-14,"Dramas, International Movies, Romantic Movies",380,3,1,6.0,Teen,Movie
s4617,Movie,Big Miracle,"United States, United Kingdom",2012,PG,"Children & Family Movies, Dramas",718,2,1,6.0,Family,Movie
s4618,Movie,Paradise Lost,Brazil,2018,TV-MA,"Dramas, Independent Movies, International Movies",45,3,1,6.0,Adult,Movie
s4619,Movie,Animal World,China,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",105,3,0,6.0,Adult,Movie
s4620,Movie,Hold the Dark,United States,2018,TV-MA,"Action & Adventure, Dramas",603,2,1,6.0,Adult,Movie
s4621,Movie,Lessons from a School Shooting: Notes from Dunblane,United States,2018,TV-14,Documentaries,603,1,0,6.0,Teen,Movie
s4622,TV Show,Made in Mexico,United States,2018,TV-MA,"International TV Shows, Reality TV, Spanish-Language TV Shows",603,3,0,6.0,Adult,Movie
s4623,TV Show,Reboot: The Guardian Code,Canada,2018,TV-Y7,Kids' TV,58,1,0,6.0,Family,Movie
s4624,TV Show,Skylanders Academy,"South Korea, United States",2018,TV-Y7,"Kids' TV, TV Comedies",442,2,0,6.0,Family,Movie
s4625,Movie,The 3rd Eye,Indonesia,2018,TV-MA,"Horror Movies, International Movies",272,2,0,6.0,Adult,Movie
s4626,Movie,Two Catalonias,Spain,2018,TV-MA,"Documentaries, International Movies",444,2,0,6.0,Adult,Movie
s4627,Movie,In Darkness,"United Kingdom, United States",2018,TV-MA,"Independent Movies, International Movies, Thrillers",589,3,0,6.0,Adult,Movie
s4628,TV Show,Battlefish,United States,2018,TV-MA,"Reality TV, Science & Nature TV, TV Action & Adventure",603,3,0,6.0,Adult,Movie
s4629,TV Show,DRAGON PILOT: Hisone & Masotan,Japan,2018,TV-14,"Anime Series, International TV Shows",319,2,0,6.0,Teen,Movie
s4630,TV Show,Maniac,United States,2018,TV-MA,"TV Comedies, TV Dramas, TV Mysteries",603,3,1,6.0,Adult,Movie
s4631,Movie,Quincy,United States,2018,TV-MA,"Documentaries, Music & Musicals",603,2,0,6.0,Adult,Movie
s4632,Movie,Rafinha Bastos: Ultimatum,Brazil,2018,TV-MA,Stand-Up Comedy,45,1,0,6.0,Adult,Movie
s4633,TV Show,The Good Cop,United States,2018,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",603,3,1,6.0,Teen,Movie
s4634,TV Show,Mobile Suit Gundam UC,Japan,2014,TV-PG,"Anime Series, International TV Shows",319,2,0,6.0,Family,Movie
s4635,TV Show,Transformers: Rescue Bots,"Canada, United States",2016,TV-Y7,Kids' TV,86,1,0,6.0,Family,Movie
s4636,TV Show,Al Hayba,Lebanon,2017,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",328,3,1,6.0,Teen,Movie
s4637,TV Show,American Vandal,United States,2018,TV-MA,"Crime TV Shows, TV Comedies, Teen TV Shows",603,3,0,6.0,Adult,Movie
s4638,TV Show,Boca Juniors Confidential,United States,2018,TV-PG,"Docuseries, International TV Shows, Spanish-Language TV Shows",603,3,0,6.0,Family,Movie
s4639,TV Show,Ingobernable,Mexico,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",342,3,0,6.0,Adult,Movie
s4640,TV Show,Norm Macdonald Has a Show,United States,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",603,2,0,6.0,Adult,Movie
s4641,TV Show,Super Monsters Monster Party,United States,2018,TV-Y,Kids' TV,603,1,0,6.0,Family,Movie
s4642,Movie,The Angel,"Israel, United States",2018,TV-MA,"Dramas, International Movies, Thrillers",301,3,1,6.0,Adult,Movie
s4643,Movie,The Land of Steady Habits,United States,2018,TV-MA,"Comedies, Dramas, Independent Movies",603,3,1,6.0,Adult,Movie
s4644,TV Show,The Rise of Phoenixes,China,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Action & Adventure",105,3,0,6.0,Teen,Movie
s4645,Movie,Reversing Roe,United States,2018,TV-14,Documentaries,603,1,0,6.0,Teen,Movie
s4646,TV Show,Life,South Korea,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",435,3,1,6.0,Adult,Movie
s4647,Movie,On My Skin,Italy,2018,TV-MA,"Dramas, International Movies",302,2,1,6.0,Adult,Movie
s4648,TV Show,Daniel Sloss: Live Shows,United States,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",603,2,0,6.0,Adult,Movie
s4649,TV Show,If I were an Animal,United States,2018,TV-G,"Docuseries, Kids' TV, Science & Nature TV",603,3,0,6.0,Family,Movie
s4650,Movie,The Resistance Banker,Netherlands,2018,TV-MA,"Dramas, International Movies",354,2,1,6.0,Adult,Movie
s4651,TV Show,Show Me the Money,United States,2004,TV-14,"International TV Shows, TV Comedies",603,2,0,6.0,Teen,Movie
s4652,TV Show,Transformers Prime,United States,2013,TV-Y7,Kids' TV,603,1,0,6.0,Family,Movie
s4653,TV Show,Transformers: Robots in Disguise,United States,2016,TV-Y7,Kids' TV,603,1,0,6.0,Family,Movie
s4654,Movie,City of Joy,"United States,",2018,TV-MA,Documentaries,604,1,0,6.0,Adult,Movie
s4655,TV Show,First and Last,United States,2018,TV-MA,Docuseries,603,1,0,6.0,Adult,Movie
s4656,TV Show,Marvel's Iron Fist,United States,2018,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",603,3,1,6.0,Adult,Movie
s4657,Movie,Next Gen,"China, Canada, United States",2018,TV-PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",106,3,0,6.0,Family,Movie
s4658,Movie,Sierra Burgess Is A Loser,United States,2018,PG-13,"Comedies, Romantic Movies",603,2,0,6.0,Teen,Movie
s4659,TV Show,Stretch Armstrong & the Flex Fighters,United States,2018,TV-Y7,Kids' TV,603,1,0,6.0,Family,Movie
s4660,Movie,The Most Assassinated Woman in the World,"Belgium, United Kingdom, United States",2018,TV-MA,"Dramas, International Movies, Thrillers",44,3,1,6.0,Adult,Movie
s4661,Movie,PK,India,2014,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4662,Movie,The Debt Collector,"United Kingdom, United States",2018,TV-MA,Action & Adventure,589,1,0,6.0,Adult,Movie
s4663,TV Show,Monkey Twins,Thailand,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",488,3,0,6.0,Adult,Movie
s4664,TV Show,Quantico,United States,2018,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",603,3,1,6.0,Teen,Movie
s4665,TV Show,Age of Rebellion,Taiwan,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",483,3,1,6.0,Adult,Movie
s4666,Movie,Carbon,"France, Belgium",2017,TV-MA,"Dramas, International Movies, Thrillers",165,3,1,6.0,Adult,Movie
s4667,Movie,Garbage,India,2018,TV-MA,"Dramas, Independent Movies, International Movies",251,3,1,6.0,Adult,Movie
s4668,Movie,​​Kuch Bheege Alfaaz,India,2018,TV-14,"Dramas, Independent Movies, International Movies",251,3,1,6.0,Teen,Movie
s4669,Movie,Love and Shukla,India,2017,TV-MA,"Dramas, Independent Movies, International Movies",251,3,1,6.0,Adult,Movie
s4670,Movie,Once Again,"India, Germany, Austria",2018,TV-PG,"Dramas, Independent Movies, International Movies",256,3,1,6.0,Family,Movie
s4671,TV Show,Sisters,Australia,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",15,3,1,6.0,Adult,Movie
s4672,Movie,Sparring,France,2017,TV-MA,"Dramas, International Movies, Sports Movies",162,3,1,6.0,Adult,Movie
s4673,TV Show,Cathedral of the Sea,Spain,2017,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",444,3,1,6.0,Adult,Movie
s4674,TV Show,Inside the Criminal Mind,"United States, Czech Republic",2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",639,3,0,6.0,Adult,Movie
s4675,TV Show,The Comedy Lineup,United States,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",603,2,0,6.0,Adult,Movie
s4676,Movie,The Laws of Thermodynamics,Spain,2018,TV-MA,"Comedies, International Movies, Romantic Movies",444,3,0,6.0,Adult,Movie
s4677,TV Show,Ultimate Beastmaster,"United States, Brazil, South Korea, Mexico, Japan, Germany",2018,TV-PG,Reality TV,617,1,0,6.0,Family,Movie
s4678,TV Show,Ultimate Beastmaster México,United States,2018,TV-PG,"Reality TV, Spanish-Language TV Shows",603,2,0,6.0,Family,Movie
s4679,TV Show,Undercover Law,Colombia,2017,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",121,3,0,6.0,Adult,Movie
s4680,Movie,Naam Shabana,India,2017,TV-14,"Action & Adventure, International Movies",251,2,0,6.0,Teen,Movie
s4681,Movie,Qarib Qarib Singlle,India,2017,TV-14,"Comedies, International Movies, Romantic Movies",251,3,0,6.0,Teen,Movie
s4682,Movie,Spyder,India,2017,TV-14,"Action & Adventure, International Movies",251,2,0,6.0,Teen,Movie
s4683,TV Show,Chicken Soup for the Soul's Being Dad,United States,2018,TV-MA,Docuseries,603,1,0,6.0,Adult,Movie
s4684,Movie,Maria Bamford: The Special Special Special,United States,2012,TV-MA,Stand-Up Comedy,603,1,0,6.0,Adult,Movie
s4685,Movie,Bert Kreischer: Secret Time,United States,2018,TV-MA,Stand-Up Comedy,603,1,0,6.0,Adult,Movie
s4686,TV Show,GHOUL,India,2018,TV-MA,"International TV Shows, TV Dramas, TV Horror",251,3,1,6.0,Adult,Movie
s4687,Movie,One Last Shot,Canada,1998,TV-MA,Comedies,58,1,0,6.0,Adult,Movie
s4688,TV Show,Take My Brother Away,China,2018,TV-14,"International TV Shows, TV Comedies, TV Dramas",105,3,1,6.0,Teen,Movie
s4689,Movie,The After Party,United States,2018,TV-MA,"Comedies, Music & Musicals",603,2,0,6.0,Adult,Movie
s4690,TV Show,The Innocents,United Kingdom,2018,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",506,3,0,6.0,Adult,Movie
s4691,Movie,Bareilly Ki Barfi,India,2017,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4692,Movie,Mersal,India,2017,TV-14,"Action & Adventure, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4693,Movie,Mom,India,2017,TV-14,"Dramas, International Movies, Thrillers",251,3,1,6.0,Teen,Movie
s4694,Movie,Pad Man,India,2018,PG-13,"Dramas, International Movies, Romantic Movies",251,3,1,6.0,Teen,Movie
s4695,Movie,Toilet: Ek Prem Katha,India,2017,TV-14,"Comedies, Dramas, International Movies",251,3,1,6.0,Teen,Movie
s4696,Movie,Party Monster: Scratching the Surface,United States,2018,TV-14,Comedies,603,1,0,6.0,Teen,Movie
s4697,TV Show,Stay Here,United States,2018,TV-PG,Reality TV,603,1,0,6.0,Family,Movie
s4698,Movie,The Motive,"Spain, Mexico",2017,TV-MA,"Comedies, Dramas, International Movies",462,3,1,6.0,Adult,Movie
s4699,Movie,To All the Boys I’ve Loved Before,United States,2018,TV-14,"Comedies, International Movies, Romantic Movies",603,3,0,6.0,Teen,Movie
s4700,Movie,Yoo Byung Jae: Discomfort Zone,South Korea,2018,TV-MA,Stand-Up Comedy,435,1,0,6.0,Adult,Movie
